Country,Region,Year,GDP_Billion_USD,Latitude,Longitude
India,South Asia,2023,3077.136,20.5937,78.9629
Romania,Europe,2024,225.072,45.9432,24.9668
Singapore,Asia,2013,246.198,1.3521,103.8198
Mexico,North America,2022,1231.918,23.6345,-102.5528
India,South Asia,2021,2652.901,20.5937,78.9629
Bhutan,South Asia,2025,6.598,27.5142,90.4336
Bhutan,South Asia,2011,2.746,27.5142,90.4336
Belgium,Europe,2024,339.624,50.5039,4.4699
Belgium,Europe,2025,356.914,50.5039,4.4699
Singapore,Asia,2004,178.455,1.3521,103.8198
India,South Asia,2008,1021.419,20.5937,78.9629
Mexico,North America,2016,1163.516,23.6345,-102.5528
Fiji,Oceania,2023,5.042,-17.7134,178.065
Algeria,Africa,2012,165.254,28.0339,1.6596
Fiji,Oceania,2019,4.543,-17.7134,178.065
Bhutan,South Asia,2021,5.388,27.5142,90.4336
Costa Rica,Central America,2011,27.274,9.7489,-83.7534
Belgium,Europe,2016,330.222,50.5039,4.4699
Algeria,Africa,2021,183.319,28.0339,1.6596
Estonia,Europe,2025,36.098,58.5953,25.0136
Costa Rica,Central America,2016,33.224,9.7489,-83.7534
Belgium,Europe,2021,369.715,50.5039,4.4699
Bhutan,South Asia,2012,3.505,27.5142,90.4336
Estonia,Europe,2006,19.991,58.5953,25.0136
Singapore,Asia,2006,192.93,1.3521,103.8198
Nepal,South Asia,2015,9.92,28.3949,84.124
Nepal,South Asia,2004,5.833,28.3949,84.124
Singapore,Asia,2013,261.21,1.3521,103.8198
Belgium,Europe,2013,335.718,50.5039,4.4699
Belgium,Europe,2010,299.737,50.5039,4.4699
Algeria,Africa,2005,149.461,28.0339,1.6596
Bhutan,South Asia,2016,4.331,27.5142,90.4336
Estonia,Europe,2024,31.432,58.5953,25.0136
Estonia,Europe,2021,28.417,58.5953,25.0136
Belgium,Europe,2009,314.1,50.5039,4.4699
Belgium,Europe,2012,313.918,50.5039,4.4699
Mexico,North America,2007,930.925,23.6345,-102.5528
Algeria,Africa,2005,155.748,28.0339,1.6596
Mexico,North America,2017,1196.114,23.6345,-102.5528
Costa Rica,Central America,2011,25.848,9.7489,-83.7534
Singapore,Asia,2012,256.833,1.3521,103.8198
Bhutan,South Asia,2010,2.794,27.5142,90.4336
Mexico,North America,2007,987.761,23.6345,-102.5528
Fiji,Oceania,2016,4.433,-17.7134,178.065
Nepal,South Asia,2004,6.101,28.3949,84.124
Nepal,South Asia,2025,16.254,28.3949,84.124
Estonia,Europe,2005,20.47,58.5953,25.0136
Fiji,Oceania,2009,3.424,-17.7134,178.065
Bhutan,South Asia,2009,2.724,27.5142,90.4336
India,South Asia,2005,696.26,20.5937,78.9629
Nepal,South Asia,2011,8.343,28.3949,84.124
Mexico,North America,2021,1334.836,23.6345,-102.5528
Bhutan,South Asia,2006,2.194,27.5142,90.4336
Mexico,North America,2023,1258.342,23.6345,-102.5528
Algeria,Africa,2019,203.587,28.0339,1.6596
Singapore,Asia,2009,211.519,1.3521,103.8198
Costa Rica,Central America,2017,30.273,9.7489,-83.7534
India,South Asia,2025,3387.433,20.5937,78.9629
Romania,Europe,2017,189.781,45.9432,24.9668
Mexico,North America,2022,1292.838,23.6345,-102.5528
Algeria,Africa,2013,180.062,28.0339,1.6596
Romania,Europe,2008,146.581,45.9432,24.9668
Bhutan,South Asia,2013,3.628,27.5142,90.4336
Singapore,Asia,2011,227.325,1.3521,103.8198
Bhutan,South Asia,2020,4.924,27.5142,90.4336
Singapore,Asia,2005,196.261,1.3521,103.8198
Belgium,Europe,2012,336.666,50.5039,4.4699
Belgium,Europe,2014,345.472,50.5039,4.4699
Fiji,Oceania,2017,4.692,-17.7134,178.065
Estonia,Europe,2006,20.991,58.5953,25.0136
Estonia,Europe,2020,29.566,58.5953,25.0136
Bhutan,South Asia,2012,3.078,27.5142,90.4336
Belgium,Europe,2024,352.375,50.5039,4.4699
Bhutan,South Asia,2023,5.8,27.5142,90.4336
Mexico,North America,2019,1162.114,23.6345,-102.5528
Estonia,Europe,2016,27.443,58.5953,25.0136
Mexico,North America,2014,1082.317,23.6345,-102.5528
Belgium,Europe,2012,312.513,50.5039,4.4699
Estonia,Europe,2008,21.723,58.5953,25.0136
Algeria,Africa,2016,187.372,28.0339,1.6596
Algeria,Africa,2007,151.645,28.0339,1.6596
India,South Asia,2013,1329.68,20.5937,78.9629
Belgium,Europe,2007,306.481,50.5039,4.4699
Romania,Europe,2023,242.668,45.9432,24.9668
Nepal,South Asia,2018,11.613,28.3949,84.124
Fiji,Oceania,2005,2.931,-17.7134,178.065
India,South Asia,2014,1510.854,20.5937,78.9629
Estonia,Europe,2018,29.999,58.5953,25.0136
Estonia,Europe,2012,25.029,58.5953,25.0136
Singapore,Asia,2025,436.424,1.3521,103.8198
Mexico,North America,2014,954.108,23.6345,-102.5528
Bhutan,South Asia,2007,2.32,27.5142,90.4336
Singapore,Asia,2023,379.101,1.3521,103.8198
Romania,Europe,2009,152.062,45.9432,24.9668
India,South Asia,2009,1066.553,20.5937,78.9629
India,South Asia,2022,2608.354,20.5937,78.9629
Singapore,Asia,2005,188.702,1.3521,103.8198
Nepal,South Asia,2004,5.916,28.3949,84.124
Algeria,Africa,2004,151.847,28.0339,1.6596
Fiji,Oceania,2023,5.04,-17.7134,178.065
Belgium,Europe,2009,319.704,50.5039,4.4699
Costa Rica,Central America,2018,31.604,9.7489,-83.7534
Singapore,Asia,2011,237.723,1.3521,103.8198
Mexico,North America,2010,986.742,23.6345,-102.5528
Singapore,Asia,2012,244.568,1.3521,103.8198
Singapore,Asia,2020,338.733,1.3521,103.8198
Singapore,Asia,2016,283.681,1.3521,103.8198
Fiji,Oceania,2017,4.481,-17.7134,178.065
Fiji,Oceania,2020,4.691,-17.7134,178.065
Fiji,Oceania,2019,4.475,-17.7134,178.065
Bhutan,South Asia,2012,3.31,27.5142,90.4336
Romania,Europe,2026,237.465,45.9432,24.9668
Fiji,Oceania,2010,3.825,-17.7134,178.065
Mexico,North America,2004,876.847,23.6345,-102.5528
Bhutan,South Asia,2006,2.257,27.5142,90.4336
Estonia,Europe,2009,20.09,58.5953,25.0136
Algeria,Africa,2013,159.897,28.0339,1.6596
Belgium,Europe,2010,310.264,50.5039,4.4699
Bhutan,South Asia,2011,3.223,27.5142,90.4336
Mexico,North America,2013,1120.632,23.6345,-102.5528
Singapore,Asia,2014,276.807,1.3521,103.8198
India,South Asia,2023,2873.238,20.5937,78.9629
Singapore,Asia,2014,279.322,1.3521,103.8198
Estonia,Europe,2025,32.734,58.5953,25.0136
Fiji,Oceania,2008,3.222,-17.7134,178.065
Romania,Europe,2004,135.477,45.9432,24.9668
Estonia,Europe,2014,27.42,58.5953,25.0136
Bhutan,South Asia,2014,3.472,27.5142,90.4336
India,South Asia,2015,1656.714,20.5937,78.9629
Bhutan,South Asia,2022,5.518,27.5142,90.4336
Estonia,Europe,2020,29.996,58.5953,25.0136
Nepal,South Asia,2021,13.601,28.3949,84.124
Costa Rica,Central America,2012,27.104,9.7489,-83.7534
Algeria,Africa,2009,155.941,28.0339,1.6596
Costa Rica,Central America,2013,26.092,9.7489,-83.7534
Nepal,South Asia,2015,10.155,28.3949,84.124
Costa Rica,Central America,2016,29.201,9.7489,-83.7534
Nepal,South Asia,2014,10.794,28.3949,84.124
Nepal,South Asia,2005,6.386,28.3949,84.124
Bhutan,South Asia,2023,6.127,27.5142,90.4336
Romania,Europe,2004,121.521,45.9432,24.9668
Belgium,Europe,2015,338.585,50.5039,4.4699
Mexico,North America,2020,1265.789,23.6345,-102.5528
Singapore,Asia,2018,325.966,1.3521,103.8198
Costa Rica,Central America,2018,28.439,9.7489,-83.7534
Costa Rica,Central America,2015,29.429,9.7489,-83.7534
Fiji,Oceania,2019,4.656,-17.7134,178.065
Algeria,Africa,2009,174.967,28.0339,1.6596
Estonia,Europe,2007,21.42,58.5953,25.0136
Fiji,Oceania,2024,5.273,-17.7134,178.065
Algeria,Africa,2022,194.181,28.0339,1.6596
Estonia,Europe,2021,27.786,58.5953,25.0136
Estonia,Europe,2017,28.123,58.5953,25.0136
Fiji,Oceania,2010,3.5,-17.7134,178.065
Singapore,Asia,2006,192.03,1.3521,103.8198
India,South Asia,2009,1006.291,20.5937,78.9629
India,South Asia,2026,3652.664,20.5937,78.9629
Singapore,Asia,2012,221.865,1.3521,103.8198
Costa Rica,Central America,2008,22.786,9.7489,-83.7534
Belgium,Europe,2013,298.571,50.5039,4.4699
Singapore,Asia,2025,417.942,1.3521,103.8198
Nepal,South Asia,2024,16.865,28.3949,84.124
Costa Rica,Central America,2017,29.6,9.7489,-83.7534
Algeria,Africa,2024,216.698,28.0339,1.6596
Belgium,Europe,2013,339.611,50.5039,4.4699
Algeria,Africa,2015,168.156,28.0339,1.6596
Mexico,North America,2019,1194.232,23.6345,-102.5528
Costa Rica,Central America,2022,29.78,9.7489,-83.7534
Estonia,Europe,2016,25.0,58.5953,25.0136
Romania,Europe,2019,189.917,45.9432,24.9668
Estonia,Europe,2013,26.137,58.5953,25.0136
Romania,Europe,2016,191.724,45.9432,24.9668
Estonia,Europe,2017,23.586,58.5953,25.0136
Fiji,Oceania,2019,5.096,-17.7134,178.065
Bhutan,South Asia,2013,3.348,27.5142,90.4336
Algeria,Africa,2007,153.273,28.0339,1.6596
Romania,Europe,2018,203.795,45.9432,24.9668
Singapore,Asia,2005,185.321,1.3521,103.8198
Fiji,Oceania,2020,4.829,-17.7134,178.065
Nepal,South Asia,2004,6.203,28.3949,84.124
Fiji,Oceania,2006,3.213,-17.7134,178.065
Singapore,Asia,2017,295.649,1.3521,103.8198
Mexico,North America,2023,1365.625,23.6345,-102.5528
Mexico,North America,2023,1267.872,23.6345,-102.5528
Belgium,Europe,2020,362.579,50.5039,4.4699
Romania,Europe,2005,128.775,45.9432,24.9668
Singapore,Asia,2011,234.104,1.3521,103.8198
Estonia,Europe,2014,23.927,58.5953,25.0136
Costa Rica,Central America,2024,33.822,9.7489,-83.7534
Mexico,North America,2006,868.201,23.6345,-102.5528
Romania,Europe,2020,200.981,45.9432,24.9668
Singapore,Asia,2024,366.511,1.3521,103.8198
Nepal,South Asia,2023,14.937,28.3949,84.124
Nepal,South Asia,2014,9.906,28.3949,84.124
Romania,Europe,2007,142.558,45.9432,24.9668
Estonia,Europe,2025,33.1,58.5953,25.0136
Estonia,Europe,2026,36.536,58.5953,25.0136
Mexico,North America,2017,1267.797,23.6345,-102.5528
India,South Asia,2005,860.7,20.5937,78.9629
Belgium,Europe,2020,362.918,50.5039,4.4699
Mexico,North America,2020,1218.397,23.6345,-102.5528
Bhutan,South Asia,2004,1.971,27.5142,90.4336
Bhutan,South Asia,2015,3.658,27.5142,90.4336
Belgium,Europe,2024,360.966,50.5039,4.4699
Singapore,Asia,2023,385.791,1.3521,103.8198
India,South Asia,2005,698.725,20.5937,78.9629
Singapore,Asia,2019,313.316,1.3521,103.8198
Mexico,North America,2008,909.915,23.6345,-102.5528
Fiji,Oceania,2020,4.648,-17.7134,178.065
Belgium,Europe,2007,310.101,50.5039,4.4699
Estonia,Europe,2004,20.096,58.5953,25.0136
Costa Rica,Central America,2015,28.269,9.7489,-83.7534
Nepal,South Asia,2015,10.238,28.3949,84.124
Belgium,Europe,2010,327.412,50.5039,4.4699
Costa Rica,Central America,2004,20.802,9.7489,-83.7534
Romania,Europe,2016,177.797,45.9432,24.9668
Algeria,Africa,2026,204.236,28.0339,1.6596
Fiji,Oceania,2008,3.224,-17.7134,178.065
Fiji,Oceania,2025,5.237,-17.7134,178.065
Costa Rica,Central America,2014,29.399,9.7489,-83.7534
Bhutan,South Asia,2007,2.351,27.5142,90.4336
Fiji,Oceania,2004,2.963,-17.7134,178.065
Singapore,Asia,2025,416.891,1.3521,103.8198
Costa Rica,Central America,2006,21.495,9.7489,-83.7534
Bhutan,South Asia,2010,2.724,27.5142,90.4336
Algeria,Africa,2019,184.923,28.0339,1.6596
India,South Asia,2022,2925.237,20.5937,78.9629
India,South Asia,2025,3767.96,20.5937,78.9629
Costa Rica,Central America,2009,26.107,9.7489,-83.7534
Algeria,Africa,2004,166.528,28.0339,1.6596
Mexico,North America,2026,1203.703,23.6345,-102.5528
Bhutan,South Asia,2009,2.354,27.5142,90.4336
Nepal,South Asia,2016,10.764,28.3949,84.124
Estonia,Europe,2011,23.043,58.5953,25.0136
Belgium,Europe,2004,292.577,50.5039,4.4699
Costa Rica,Central America,2016,29.682,9.7489,-83.7534
Estonia,Europe,2020,28.899,58.5953,25.0136
Algeria,Africa,2008,160.944,28.0339,1.6596
Mexico,North America,2006,867.385,23.6345,-102.5528
Belgium,Europe,2025,362.595,50.5039,4.4699
Algeria,Africa,2016,178.109,28.0339,1.6596
Bhutan,South Asia,2009,2.757,27.5142,90.4336
Costa Rica,Central America,2021,35.777,9.7489,-83.7534
Romania,Europe,2011,154.808,45.9432,24.9668
Romania,Europe,2019,198.911,45.9432,24.9668
Costa Rica,Central America,2023,34.553,9.7489,-83.7534
Romania,Europe,2004,121.743,45.9432,24.9668
Bhutan,South Asia,2007,2.587,27.5142,90.4336
Costa Rica,Central America,2017,30.556,9.7489,-83.7534
Mexico,North America,2011,1011.316,23.6345,-102.5528
Mexico,North America,2017,962.521,23.6345,-102.5528
Mexico,North America,2025,1459.384,23.6345,-102.5528
Estonia,Europe,2008,20.33,58.5953,25.0136
Belgium,Europe,2005,316.034,50.5039,4.4699
Belgium,Europe,2008,330.423,50.5039,4.4699
Mexico,North America,2014,1088.892,23.6345,-102.5528
Algeria,Africa,2018,193.274,28.0339,1.6596
Singapore,Asia,2025,387.788,1.3521,103.8198
Algeria,Africa,2020,184.581,28.0339,1.6596
India,South Asia,2023,3033.329,20.5937,78.9629
Singapore,Asia,2013,258.456,1.3521,103.8198
India,South Asia,2019,2067.492,20.5937,78.9629
Bhutan,South Asia,2008,2.676,27.5142,90.4336
India,South Asia,2009,978.619,20.5937,78.9629
India,South Asia,2026,3925.613,20.5937,78.9629
Estonia,Europe,2026,34.046,58.5953,25.0136
Singapore,Asia,2026,381.624,1.3521,103.8198
Bhutan,South Asia,2025,5.918,27.5142,90.4336
Belgium,Europe,2009,299.319,50.5039,4.4699
Nepal,South Asia,2018,11.99,28.3949,84.124
Bhutan,South Asia,2009,2.679,27.5142,90.4336
Romania,Europe,2024,238.603,45.9432,24.9668
Algeria,Africa,2016,165.602,28.0339,1.6596
Algeria,Africa,2025,213.917,28.0339,1.6596
Nepal,South Asia,2021,13.436,28.3949,84.124
Fiji,Oceania,2023,5.436,-17.7134,178.065
Fiji,Oceania,2022,5.054,-17.7134,178.065
Bhutan,South Asia,2004,2.088,27.5142,90.4336
Fiji,Oceania,2007,3.053,-17.7134,178.065
India,South Asia,2026,3899.673,20.5937,78.9629
Bhutan,South Asia,2014,3.57,27.5142,90.4336
Romania,Europe,2013,175.238,45.9432,24.9668
Belgium,Europe,2011,333.848,50.5039,4.4699
Costa Rica,Central America,2009,27.005,9.7489,-83.7534
Belgium,Europe,2023,361.864,50.5039,4.4699
Estonia,Europe,2017,26.808,58.5953,25.0136
Nepal,South Asia,2005,6.241,28.3949,84.124
Nepal,South Asia,2015,10.311,28.3949,84.124
Costa Rica,Central America,2017,27.746,9.7489,-83.7534
Romania,Europe,2008,133.267,45.9432,24.9668
Algeria,Africa,2017,185.633,28.0339,1.6596
Fiji,Oceania,2015,4.157,-17.7134,178.065
Nepal,South Asia,2013,9.351,28.3949,84.124
Singapore,Asia,2020,367.5,1.3521,103.8198
Algeria,Africa,2024,199.32,28.0339,1.6596
Costa Rica,Central America,2026,34.241,9.7489,-83.7534
Fiji,Oceania,2010,3.754,-17.7134,178.065
Costa Rica,Central America,2019,31.331,9.7489,-83.7534
Mexico,North America,2013,1011.275,23.6345,-102.5528
Fiji,Oceania,2010,3.456,-17.7134,178.065
Singapore,Asia,2020,322.61,1.3521,103.8198
Costa Rica,Central America,2023,35.779,9.7489,-83.7534
Fiji,Oceania,2010,3.764,-17.7134,178.065
Algeria,Africa,2017,179.572,28.0339,1.6596
Nepal,South Asia,2019,13.028,28.3949,84.124
India,South Asia,2021,2527.48,20.5937,78.9629
India,South Asia,2014,1466.085,20.5937,78.9629
Bhutan,South Asia,2014,3.594,27.5142,90.4336
Nepal,South Asia,2008,7.286,28.3949,84.124
Estonia,Europe,2008,22.766,58.5953,25.0136
Costa Rica,Central America,2023,34.529,9.7489,-83.7534
Belgium,Europe,2006,296.754,50.5039,4.4699
Estonia,Europe,2025,36.427,58.5953,25.0136
Romania,Europe,2024,227.652,45.9432,24.9668
Mexico,North America,2016,1179.259,23.6345,-102.5528
Bhutan,South Asia,2017,4.483,27.5142,90.4336
Romania,Europe,2006,140.153,45.9432,24.9668
Bhutan,South Asia,2024,6.456,27.5142,90.4336
India,South Asia,2010,1038.643,20.5937,78.9629
Costa Rica,Central America,2016,26.867,9.7489,-83.7534
Singapore,Asia,2020,355.533,1.3521,103.8198
Mexico,North America,2011,1032.12,23.6345,-102.5528
Mexico,North America,2007,926.254,23.6345,-102.5528
Romania,Europe,2019,204.294,45.9432,24.9668
Bhutan,South Asia,2022,5.96,27.5142,90.4336
Singapore,Asia,2026,432.075,1.3521,103.8198
Singapore,Asia,2017,312.615,1.3521,103.8198
Costa Rica,Central America,2007,23.726,9.7489,-83.7534
Mexico,North America,2014,1049.555,23.6345,-102.5528
Mexico,North America,2014,1119.143,23.6345,-102.5528
Singapore,Asia,2025,430.265,1.3521,103.8198
India,South Asia,2011,1248.639,20.5937,78.9629
Romania,Europe,2024,224.798,45.9432,24.9668
Belgium,Europe,2010,322.475,50.5039,4.4699
Fiji,Oceania,2019,4.664,-17.7134,178.065
Estonia,Europe,2007,22.283,58.5953,25.0136
Belgium,Europe,2009,316.798,50.5039,4.4699
Algeria,Africa,2009,161.846,28.0339,1.6596
Belgium,Europe,2020,368.126,50.5039,4.4699
Belgium,Europe,2012,340.202,50.5039,4.4699
Fiji,Oceania,2024,5.008,-17.7134,178.065
India,South Asia,2006,857.306,20.5937,78.9629
Costa Rica,Central America,2017,28.597,9.7489,-83.7534
Singapore,Asia,2015,249.392,1.3521,103.8198
Fiji,Oceania,2014,3.619,-17.7134,178.065
Costa Rica,Central America,2018,33.715,9.7489,-83.7534
Mexico,North America,2020,1165.079,23.6345,-102.5528
Nepal,South Asia,2026,18.274,28.3949,84.124
Estonia,Europe,2008,22.064,58.5953,25.0136
India,South Asia,2007,814.97,20.5937,78.9629
Belgium,Europe,2019,336.81,50.5039,4.4699
Fiji,Oceania,2026,5.817,-17.7134,178.065
Romania,Europe,2022,225.669,45.9432,24.9668
Costa Rica,Central America,2010,25.164,9.7489,-83.7534
Algeria,Africa,2014,178.78,28.0339,1.6596
Singapore,Asia,2025,402.527,1.3521,103.8198
Costa Rica,Central America,2018,35.345,9.7489,-83.7534
Estonia,Europe,2023,30.934,58.5953,25.0136
Mexico,North America,2017,1196.895,23.6345,-102.5528
Nepal,South Asia,2004,6.394,28.3949,84.124
Algeria,Africa,2012,165.552,28.0339,1.6596
Algeria,Africa,2022,175.939,28.0339,1.6596
Singapore,Asia,2011,248.041,1.3521,103.8198
Costa Rica,Central America,2017,31.495,9.7489,-83.7534
Romania,Europe,2026,233.462,45.9432,24.9668
Nepal,South Asia,2020,12.738,28.3949,84.124
Fiji,Oceania,2018,4.871,-17.7134,178.065
Nepal,South Asia,2018,12.557,28.3949,84.124
Estonia,Europe,2019,29.938,58.5953,25.0136
Costa Rica,Central America,2026,37.584,9.7489,-83.7534
Mexico,North America,2004,918.639,23.6345,-102.5528
Algeria,Africa,2014,186.587,28.0339,1.6596
Mexico,North America,2020,1215.593,23.6345,-102.5528
Fiji,Oceania,2026,5.501,-17.7134,178.065
Fiji,Oceania,2023,5.276,-17.7134,178.065
Belgium,Europe,2016,296.008,50.5039,4.4699
Bhutan,South Asia,2007,2.512,27.5142,90.4336
Bhutan,South Asia,2011,2.947,27.5142,90.4336
Estonia,Europe,2012,23.071,58.5953,25.0136
Nepal,South Asia,2021,13.989,28.3949,84.124
Estonia,Europe,2009,21.012,58.5953,25.0136
Estonia,Europe,2026,36.487,58.5953,25.0136
Bhutan,South Asia,2019,4.465,27.5142,90.4336
Bhutan,South Asia,2018,4.351,27.5142,90.4336
Fiji,Oceania,2023,5.343,-17.7134,178.065
Belgium,Europe,2021,366.255,50.5039,4.4699
Nepal,South Asia,2022,13.815,28.3949,84.124
Bhutan,South Asia,2012,3.361,27.5142,90.4336
Bhutan,South Asia,2011,2.906,27.5142,90.4336
Mexico,North America,2016,1078.371,23.6345,-102.5528
Bhutan,South Asia,2013,3.432,27.5142,90.4336
Singapore,Asia,2025,391.883,1.3521,103.8198
Romania,Europe,2024,245.23,45.9432,24.9668
Algeria,Africa,2006,140.975,28.0339,1.6596
Romania,Europe,2026,260.665,45.9432,24.9668
Bhutan,South Asia,2014,3.441,27.5142,90.4336
India,South Asia,2004,667.959,20.5937,78.9629
Bhutan,South Asia,2012,3.154,27.5142,90.4336
Costa Rica,Central America,2009,26.452,9.7489,-83.7534
Nepal,South Asia,2019,11.023,28.3949,84.124
Romania,Europe,2024,233.65,45.9432,24.9668
Nepal,South Asia,2016,11.132,28.3949,84.124
Estonia,Europe,2026,30.302,58.5953,25.0136
Algeria,Africa,2021,206.558,28.0339,1.6596
Costa Rica,Central America,2005,24.438,9.7489,-83.7534
Bhutan,South Asia,2024,5.722,27.5142,90.4336
India,South Asia,2021,2502.108,20.5937,78.9629
Algeria,Africa,2017,186.573,28.0339,1.6596
Belgium,Europe,2005,318.033,50.5039,4.4699
Belgium,Europe,2007,326.395,50.5039,4.4699
Estonia,Europe,2024,32.028,58.5953,25.0136
Costa Rica,Central America,2008,23.088,9.7489,-83.7534
India,South Asia,2018,2151.164,20.5937,78.9629
Singapore,Asia,2009,241.024,1.3521,103.8198
Mexico,North America,2017,1128.847,23.6345,-102.5528
Nepal,South Asia,2004,5.903,28.3949,84.124
Estonia,Europe,2010,21.331,58.5953,25.0136
Singapore,Asia,2021,376.536,1.3521,103.8198
Nepal,South Asia,2015,10.147,28.3949,84.124
Costa Rica,Central America,2016,31.002,9.7489,-83.7534
Singapore,Asia,2008,189.031,1.3521,103.8198
Costa Rica,Central America,2012,26.642,9.7489,-83.7534
Algeria,Africa,2013,173.899,28.0339,1.6596
Costa Rica,Central America,2005,23.391,9.7489,-83.7534
Estonia,Europe,2014,24.832,58.5953,25.0136
Belgium,Europe,2004,306.481,50.5039,4.4699
Bhutan,South Asia,2023,6.379,27.5142,90.4336
Mexico,North America,2015,1086.602,23.6345,-102.5528
Singapore,Asia,2020,334.225,1.3521,103.8198
India,South Asia,2024,3320.892,20.5937,78.9629
Singapore,Asia,2007,204.315,1.3521,103.8198
India,South Asia,2021,2498.059,20.5937,78.9629
Mexico,North America,2023,1258.323,23.6345,-102.5528
Romania,Europe,2026,231.176,45.9432,24.9668
Mexico,North America,2024,1400.489,23.6345,-102.5528
Bhutan,South Asia,2004,2.032,27.5142,90.4336
Estonia,Europe,2004,19.397,58.5953,25.0136
Romania,Europe,2012,161.942,45.9432,24.9668
Costa Rica,Central America,2010,25.376,9.7489,-83.7534
Mexico,North America,2026,1328.848,23.6345,-102.5528
Belgium,Europe,2017,325.193,50.5039,4.4699
Belgium,Europe,2018,351.869,50.5039,4.4699
India,South Asia,2005,754.626,20.5937,78.9629
Costa Rica,Central America,2016,28.206,9.7489,-83.7534
Algeria,Africa,2019,197.483,28.0339,1.6596
Estonia,Europe,2011,24.647,58.5953,25.0136
Singapore,Asia,2017,291.592,1.3521,103.8198
Costa Rica,Central America,2019,30.372,9.7489,-83.7534
Costa Rica,Central America,2011,26.218,9.7489,-83.7534
Bhutan,South Asia,2006,2.157,27.5142,90.4336
Costa Rica,Central America,2013,27.225,9.7489,-83.7534
Singapore,Asia,2026,420.881,1.3521,103.8198
India,South Asia,2015,1607.024,20.5937,78.9629
Fiji,Oceania,2014,4.125,-17.7134,178.065
Mexico,North America,2023,1243.834,23.6345,-102.5528
Nepal,South Asia,2005,6.688,28.3949,84.124
Romania,Europe,2015,183.065,45.9432,24.9668
Nepal,South Asia,2019,11.632,28.3949,84.124
Singapore,Asia,2006,184.705,1.3521,103.8198
