id,title,type,release_year,genre,country,duration,rating,description
1254,Title 1254,Movie,2004,History,Japan,116 min,8.9,A sci-fi adventure about a coming-of-age moment that blends humor and pathos.
1255,Title 1255,TV Show,1988,Fantasy,Japan,7 Seasons,9.1,A high-octane story of the fight for justice that redefines the genre.
1256,Title 1256,Movie,1978,Drama,Italy,153 min,1.5,A heartwarming story of power and corruption that redefines the genre.
1257,Title 1257,Movie,1969,Mystery,Italy,157 min,5.7,A sci-fi adventure about a search for identity in a beautifully shot setting.
1258,Title 1258,Movie,1990,History,Brazil,132 min,7.6,A gripping tale of a search for identity set against a modern backdrop.
1259,Title 1259,Movie,2003,Fantasy|Sci-Fi,Netherlands,143 min,5.4,A gripping tale of survival in harsh times in a beautifully shot setting.
1260,Title 1260,Movie,1969,Horror,Brazil,141 min,7.8,A gripping tale of a search for identity that redefines the genre.
1261,Title 1261,Movie,1968,Music,Spain,131 min,8.6,A gripping tale of survival in harsh times with unexpected twists and heartfelt moments.
1262,Title 1262,TV Show,2015,Horror,Netherlands,2 Seasons,3.4,An intimate portrait of love and loss that redefines the genre.
1263,Title 1263,Movie,1979,Horror|Romance,Italy,134 min,2.3,A gripping tale of a search for identity that will keep you on the edge of your seat.
1264,Title 1264,Movie,2002,Fantasy,Spain,139 min,5.7,An epic saga about the price of fame that blends humor and pathos.
1265,Title 1265,Movie,1983,Comedy,India,125 min,1.6,A sci-fi adventure about a search for identity that will keep you on the edge of your seat.
1266,Title 1266,Movie,1971,Horror,Germany,133 min,4.4,An epic saga about friendship and betrayal that will keep you on the edge of your seat.
1267,Title 1267,Movie,2016,Animation,Netherlands,107 min,8.0,A high-octane story of a coming-of-age moment set against a modern backdrop.
1268,Title 1268,Movie,1955,Thriller,Brazil,89 min,1.9,A quirky comedy following the price of fame set against a modern backdrop.
1269,Title 1269,Movie,1976,Mystery,Japan,165 min,9.1,A thrilling mystery about the price of fame in a beautifully shot setting.
1270,Title 1270,Movie,1959,Horror,Brazil,123 min,4.3,A documentary exploring the clash of cultures that will keep you on the edge of your seat.
1271,Title 1271,TV Show,2022,Family,France,5 Seasons,5.4,A gripping tale of family ties with unexpected twists and heartfelt moments.
1272,Title 1272,TV Show,1997,Fantasy,Spain,2 Seasons,5.5,A quirky comedy following family ties with stunning performances.
1273,Title 1273,TV Show,2019,Documentary,Mexico,3 Seasons,9.3,A gripping tale of the fight for justice with unexpected twists and heartfelt moments.
1274,Title 1274,Movie,2008,Mystery,Mexico,98 min,4.3,An epic saga about love and loss that blends humor and pathos.
1275,Title 1275,Movie,2008,Comedy,Netherlands,154 min,4.6,A quirky comedy following survival in harsh times set against a modern backdrop.
1276,Title 1276,Movie,1951,Music,Australia,138 min,3.2,A gripping tale of a coming-of-age moment that redefines the genre.
1277,Title 1277,Movie,1978,Family,Mexico,105 min,7.3,A gripping tale of the clash of cultures that redefines the genre.
1278,Title 1278,TV Show,2017,Action,Italy,4 Seasons,4.8,An epic saga about a coming-of-age moment that redefines the genre.
1279,Title 1279,Movie,2014,Comedy,Italy,145 min,3.0,A sci-fi adventure about friendship and betrayal that will keep you on the edge of your seat.
1280,Title 1280,Movie,1975,Romance,Italy,98 min,2.2,A documentary exploring survival in harsh times set against a modern backdrop.
1281,Title 1281,Movie,1959,Documentary,United States,79 min,8.6,A thrilling mystery about friendship and betrayal that will keep you on the edge of your seat.
1282,Title 1282,TV Show,2002,Crime,Italy,1 Seasons,4.1,A sci-fi adventure about love and loss with unexpected twists and heartfelt moments.
1283,Title 1283,Movie,2008,Drama,United Kingdom,161 min,4.6,A heartwarming story of family ties that will keep you on the edge of your seat.
1284,Title 1284,Movie,1971,Romance,Italy,146 min,8.8,A sci-fi adventure about the clash of cultures with stunning performances.
1285,Title 1285,Movie,2000,Documentary,Japan,86 min,9.4,A sci-fi adventure about power and corruption set against a modern backdrop.
1286,Title 1286,Movie,1997,Music,Australia,179 min,5.3,A thrilling mystery about power and corruption that redefines the genre.
1287,Title 1287,Movie,1970,Comedy,Mexico,112 min,3.0,A heartwarming story of a search for identity set against a modern backdrop.
1288,Title 1288,Movie,1971,Sci-Fi,India,142 min,8.7,An emotional journey about love and loss with unexpected twists and heartfelt moments.
1289,Title 1289,Movie,1979,Horror,South Korea,82 min,8.4,A high-octane story of survival in harsh times in a beautifully shot setting.
1290,Title 1290,Movie,1974,Comedy,Italy,167 min,8.7,A documentary exploring the price of fame that redefines the genre.
1291,Title 1291,Movie,1977,Animation|Mystery,Netherlands,115 min,6.9,An intimate portrait of the fight for justice in a beautifully shot setting.
1292,Title 1292,Movie,2014,Romance,South Korea,91 min,5.1,A sci-fi adventure about the clash of cultures with unexpected twists and heartfelt moments.
1293,Title 1293,Movie,1994,Animation,Italy,155 min,9.2,An epic saga about a search for identity that blends humor and pathos.
1294,Title 1294,TV Show,2017,Sci-Fi,Japan,6 Seasons,6.5,A quirky comedy following the clash of cultures that will keep you on the edge of your seat.
1295,Title 1295,TV Show,1956,Romance,Canada,4 Seasons,8.3,A gripping tale of the price of fame set against a modern backdrop.
1296,Title 1296,Movie,1998,Crime,Mexico,153 min,7.9,An emotional journey about survival in harsh times with stunning performances.
1297,Title 1297,Movie,1958,Horror,France,146 min,2.0,A gripping tale of power and corruption with unexpected twists and heartfelt moments.
1298,Title 1298,Movie,1985,Music,Spain,100 min,5.1,A high-octane story of friendship and betrayal that blends humor and pathos.
1299,Title 1299,Movie,1950,Mystery,Australia,113 min,2.3,An intimate portrait of the price of fame with unexpected twists and heartfelt moments.
1300,Title 1300,TV Show,1959,Family,South Korea,6 Seasons,2.2,A thrilling mystery about friendship and betrayal set against a modern backdrop.
1301,Title 1301,Movie,1985,Thriller,Germany,78 min,7.5,A heartwarming story of the clash of cultures in a beautifully shot setting.
1302,Title 1302,TV Show,2022,Documentary|Fantasy,Canada,4 Seasons,7.2,A thrilling mystery about power and corruption that blends humor and pathos.
1303,Title 1303,Movie,1995,History|Sci-Fi,Mexico,94 min,7.1,A gripping tale of family ties that redefines the genre.
1304,Title 1304,Movie,1981,Crime,Japan,175 min,6.9,A documentary exploring power and corruption that redefines the genre.
1305,Title 1305,TV Show,1981,Fantasy,France,5 Seasons,4.5,A gripping tale of a search for identity with unexpected twists and heartfelt moments.
1306,Title 1306,TV Show,1955,Mystery,Spain,1 Seasons,7.1,A thrilling mystery about a search for identity in a beautifully shot setting.
1307,Title 1307,TV Show,1997,Action,Italy,2 Seasons,6.5,A thrilling mystery about power and corruption set against a modern backdrop.
1308,Title 1308,TV Show,1987,Romance,Sweden,6 Seasons,6.0,A gripping tale of power and corruption that redefines the genre.
1309,Title 1309,Movie,1966,Family,Sweden,124 min,1.6,A quirky comedy following the clash of cultures in a beautifully shot setting.
1310,Title 1310,TV Show,2023,Documentary,Italy,7 Seasons,6.3,An emotional journey about love and loss that blends humor and pathos.
1311,Title 1311,Movie,1976,Thriller,Brazil,86 min,8.6,A gripping tale of love and loss that redefines the genre.
1312,Title 1312,TV Show,2003,Sci-Fi,Netherlands,7 Seasons,7.3,A high-octane story of power and corruption that redefines the genre.
1313,Title 1313,Movie,1999,Romance,Canada,89 min,4.2,A documentary exploring love and loss that will keep you on the edge of your seat.
1314,Title 1314,TV Show,1984,Thriller,Mexico,4 Seasons,6.0,A gripping tale of survival in harsh times set against a modern backdrop.
1315,Title 1315,Movie,1974,Family,United States,99 min,2.2,An epic saga about a search for identity that will keep you on the edge of your seat.
1316,Title 1316,Movie,1977,Thriller,Netherlands,174 min,7.2,An epic saga about a search for identity with unexpected twists and heartfelt moments.
1317,Title 1317,Movie,1964,Thriller,India,91 min,2.1,An emotional journey about a search for identity that blends humor and pathos.
1318,Title 1318,TV Show,1953,Action,Brazil,6 Seasons,5.0,A gripping tale of a coming-of-age moment that redefines the genre.
1319,Title 1319,Movie,2022,Fantasy,South Korea,80 min,4.0,An emotional journey about friendship and betrayal with unexpected twists and heartfelt moments.
1320,Title 1320,Movie,1976,Crime,Sweden,134 min,8.5,A sci-fi adventure about the price of fame with unexpected twists and heartfelt moments.
1321,Title 1321,Movie,1975,History,United States,159 min,9.3,An emotional journey about a search for identity with stunning performances.
1322,Title 1322,Movie,1968,Mystery,Australia,114 min,3.6,A gripping tale of the clash of cultures with stunning performances.
1323,Title 1323,TV Show,1966,Crime,Netherlands,2 Seasons,2.3,A high-octane story of power and corruption that will keep you on the edge of your seat.
1324,Title 1324,Movie,1992,Romance,Australia,131 min,4.8,A documentary exploring power and corruption with stunning performances.
1325,Title 1325,TV Show,1990,Crime,United Kingdom,3 Seasons,8.7,An intimate portrait of family ties that will keep you on the edge of your seat.
1326,Title 1326,Movie,1991,Comedy,United States,88 min,2.3,A sci-fi adventure about a search for identity in a beautifully shot setting.
1327,Title 1327,Movie,1999,Action,South Korea,109 min,6.6,A thrilling mystery about a search for identity with unexpected twists and heartfelt moments.
1328,Title 1328,TV Show,1989,Documentary,Brazil,2 Seasons,8.1,An intimate portrait of the clash of cultures that will keep you on the edge of your seat.
1329,Title 1329,TV Show,1988,Comedy,Australia,4 Seasons,4.8,A sci-fi adventure about power and corruption in a beautifully shot setting.
1330,Title 1330,Movie,1972,Drama,India,81 min,3.6,A gripping tale of a coming-of-age moment that blends humor and pathos.
1331,Title 1331,Movie,2001,Comedy|Horror,United States,97 min,2.9,An emotional journey about the fight for justice that redefines the genre.
1332,Title 1332,TV Show,1996,Mystery,Italy,3 Seasons,2.7,A sci-fi adventure about a coming-of-age moment in a beautifully shot setting.
1333,Title 1333,Movie,2012,Romance,Germany,171 min,5.1,A high-octane story of a search for identity set against a modern backdrop.
1334,Title 1334,TV Show,2018,Music,Japan,7 Seasons,9.1,A sci-fi adventure about family ties set against a modern backdrop.
1335,Title 1335,TV Show,1992,Music|Mystery,Japan,6 Seasons,4.0,An emotional journey about a coming-of-age moment with unexpected twists and heartfelt moments.
1336,Title 1336,TV Show,1997,Crime,Brazil,2 Seasons,8.3,An epic saga about a coming-of-age moment that will keep you on the edge of your seat.
1337,Title 1337,Movie,1983,Documentary|Fantasy,Netherlands,125 min,5.8,A sci-fi adventure about love and loss with unexpected twists and heartfelt moments.
1338,Title 1338,TV Show,1989,Documentary,Brazil,4 Seasons,3.6,A thrilling mystery about power and corruption that redefines the genre.
1339,Title 1339,Movie,2024,Drama,United Kingdom,136 min,6.6,An epic saga about the price of fame with unexpected twists and heartfelt moments.
1340,Title 1340,Movie,2010,Sci-Fi,Sweden,119 min,2.0,A quirky comedy following love and loss with stunning performances.
1341,Title 1341,Movie,1999,Animation|History,India,179 min,6.4,A documentary exploring the price of fame that redefines the genre.
1342,Title 1342,Movie,2016,Mystery,Mexico,158 min,6.4,An emotional journey about power and corruption in a beautifully shot setting.
1343,Title 1343,TV Show,2011,Comedy,Mexico,4 Seasons,5.7,An intimate portrait of a search for identity that redefines the genre.
1344,Title 1344,TV Show,2007,Animation,France,5 Seasons,6.2,A high-octane story of the clash of cultures that will keep you on the edge of your seat.
1345,Title 1345,TV Show,1982,Documentary|Sci-Fi,France,7 Seasons,1.9,An emotional journey about power and corruption that will keep you on the edge of your seat.
1346,Title 1346,Movie,2024,Mystery,Italy,175 min,2.9,A heartwarming story of the fight for justice in a beautifully shot setting.
1347,Title 1347,Movie,1965,Thriller,South Korea,160 min,6.7,A high-octane story of family ties that blends humor and pathos.
1348,Title 1348,Movie,1997,Comedy,Brazil,150 min,7.4,A sci-fi adventure about a coming-of-age moment set against a modern backdrop.
1349,Title 1349,TV Show,1959,Animation,Japan,7 Seasons,9.4,A thrilling mystery about a search for identity set against a modern backdrop.
1350,Title 1350,Movie,1987,Sci-Fi,India,151 min,8.2,An intimate portrait of the fight for justice set against a modern backdrop.
1351,Title 1351,TV Show,1968,Comedy,Spain,4 Seasons,6.7,A sci-fi adventure about the fight for justice with unexpected twists and heartfelt moments.
1352,Title 1352,Movie,1985,Crime,Spain,179 min,6.6,A gripping tale of the price of fame that will keep you on the edge of your seat.
1353,Title 1353,Movie,2008,Documentary,Netherlands,93 min,5.0,A sci-fi adventure about friendship and betrayal with stunning performances.
1354,Title 1354,TV Show,2012,Crime,India,4 Seasons,8.3,An epic saga about a search for identity with unexpected twists and heartfelt moments.
